NEWS,#genre#
樊少华+唐薇-爱情的力量,http://em.21dtv.com/songs/60145303.mkv
樊君吉-匆匆,http://em.21dtv.com/songs/60145302.mkv
森美-在这世界看不够,http://em.21dtv.com/songs/60145301.mkv
梦然-不以为然,http://em.21dtv.com/songs/60145300.mkv
梦先生-苏丽+SUELY,http://em.21dtv.com/songs/60145299.mkv
梓赫-早说,http://em.21dtv.com/songs/60145298.mkv
梅朵措-舟曲呀罗,http://em.21dtv.com/songs/60145297.mkv
梅朵-温柔岁月,http://em.21dtv.com/songs/60145296.mkv
梅朵-柔软女人心,http://em.21dtv.com/songs/60145295.mkv
梅朵-如果最先遇到的人是我,http://em.21dtv.com/songs/60145294.mkv
梅朵-人到中年,http://em.21dtv.com/songs/60145293.mkv
梁皓筠-初恋日记,http://em.21dtv.com/songs/60145292.mkv
梁海洋-想你很久了,http://em.21dtv.com/songs/60145291.mkv
梁根荣+汪小敏-MISSING YOU,http://em.21dtv.com/songs/60145290.mkv
梁枫-大东北,http://em.21dtv.com/songs/60145289.mkv
梁晓宇+木杰+张海-火火中国龙,http://em.21dtv.com/songs/60145288.mkv
梁晓宇+木杰+张海-兄弟正能量,http://em.21dtv.com/songs/60145287.mkv
梁晓宇+木杰+张海-一起摇,http://em.21dtv.com/songs/60145286.mkv
梁文音-自然の颜,http://em.21dtv.com/songs/60145285.mkv
梁博+希林娜依·高-男孩,http://em.21dtv.com/songs/60145284.mkv
梁光榜-你还是从前的你吗,http://em.21dtv.com/songs/60145283.mkv
格格四爷组合-父亲,http://em.21dtv.com/songs/60145282.mkv
格子兮-枫林尽染,http://em.21dtv.com/songs/60145281.mkv
柳欢欢-此心无悔,http://em.21dtv.com/songs/60145280.mkv
柠洁-命运交响曲,http://em.21dtv.com/songs/60145279.mkv
柠洁-不要隐藏,http://em.21dtv.com/songs/60145278.mkv
林育品-我的爱情不平凡,http://em.21dtv.com/songs/60145277.mkv
林欣甫-十三月的雨,http://em.21dtv.com/songs/60145276.mkv
林德信-FIRELIGHT,http://em.21dtv.com/songs/60145275.mkv
林大晋-废虚,http://em.21dtv.com/songs/60145274.mkv
林大晋-单人舞,http://em.21dtv.com/songs/60145273.mkv
林听-其实我们都懂,http://em.21dtv.com/songs/60145272.mkv
林可昕-不知道,http://em.21dtv.com/songs/60145271.mkv
林保怡+刘美君-偷窥,http://em.21dtv.com/songs/60145270.mkv
杨颖慧-爸说,http://em.21dtv.com/songs/60145269.mkv
杨蔺-听听,http://em.21dtv.com/songs/60145268.mkv
杨玉和-女人不容易,http://em.21dtv.com/songs/60145267.mkv
杨溢升-EX,http://em.21dtv.com/songs/60145266.mkv
杨淑廉-入画,http://em.21dtv.com/songs/60145265.mkv
杨浩浩-忘掉还是记牢,http://em.21dtv.com/songs/60145264.mkv
杨梓文祺-等风等雨我等你,http://em.21dtv.com/songs/60145263.mkv
杨建文+顾时笙-花纹,http://em.21dtv.com/songs/60145262.mkv
杨小曼-骗我为何不骗到底,http://em.21dtv.com/songs/60145261.mkv
杨学峰-智会人生,http://em.21dtv.com/songs/60145260.mkv
杨奇煜-隐形超人,http://em.21dtv.com/songs/60145259.mkv
杨坤+黄渤-大叔也不错,http://em.21dtv.com/songs/60145258.mkv
杨坤-替身,http://em.21dtv.com/songs/60145257.mkv
杨坤-干了这杯波本,http://em.21dtv.com/songs/60145256.mkv
杨坤-分不开,http://em.21dtv.com/songs/60145255.mkv
杨千嬅+叶晓粤-平凡之路,http://em.21dtv.com/songs/60145254.mkv
杨千嬅+于梓贝-可惜我是水瓶座,http://em.21dtv.com/songs/60145253.mkv
杨军-一生一世都永远爱你,http://em.21dtv.com/songs/60145252.mkv
杨兴发-海大你欠我的,http://em.21dtv.com/songs/60145251.mkv
杨丽-愿做菩萨那朵莲,http://em.21dtv.com/songs/60145250.mkv
杨丞琳-青春住了谁,http://em.21dtv.com/songs/60145249.mkv
杨东伟-站台一别情成殇,http://em.21dtv.com/songs/60145248.mkv
杜怿超-WIOT,http://em.21dtv.com/songs/60145247.mkv
杜志宏-土豆歌,http://em.21dtv.com/songs/60145246.mkv
杜侑澎-那笑容是夏天的,http://em.21dtv.com/songs/60145245.mkv
杜侑澎-你是传奇,http://em.21dtv.com/songs/60145244.mkv
杜佳-让我怎么样,http://em.21dtv.com/songs/60145243.mkv
李郡一-塔拉诺特格,http://em.21dtv.com/songs/60145242.mkv
李达仁-如果说,http://em.21dtv.com/songs/60145241.mkv
李达仁-原来你,http://em.21dtv.com/songs/60145240.mkv
李萧萧-天凉好个秋,http://em.21dtv.com/songs/60145239.mkv
李荣浩+闫峻-演员和歌手,http://em.21dtv.com/songs/60145238.mkv
李荣浩+张泽-内疚,http://em.21dtv.com/songs/60145237.mkv
李荣浩-歌谣,http://em.21dtv.com/songs/60145236.mkv
李荣浩-我看着你的时候,http://em.21dtv.com/songs/60145235.mkv
李荣浩-如果有一天,http://em.21dtv.com/songs/60145234.mkv
李若希-追忆,http://em.21dtv.com/songs/60145233.mkv
李绍雄-蒹葭,http://em.21dtv.com/songs/60145232.mkv
李硕-位置,http://em.21dtv.com/songs/60145231.mkv
李瑨瑶-单行路,http://em.21dtv.com/songs/60145230.mkv
李智英-其实我们不该这样的,http://em.21dtv.com/songs/60145228.mkv
李晓舟-天堂里的哥哥,http://em.21dtv.com/songs/60145227.mkv
李旨伊-擦肩而过,http://em.21dtv.com/songs/60145226.mkv
李斯丹妮+周震南-YOU FEEL ME YA,http://em.21dtv.com/songs/60145225.mkv
李弘礼-一首歌,http://em.21dtv.com/songs/60145224.mkv
李建科-五龙圣境,http://em.21dtv.com/songs/60145223.mkv
李川HE-这是一种态度,http://em.21dtv.com/songs/60145222.mkv
李小马飞-虚伪的誓言,http://em.21dtv.com/songs/60145221.mkv
李小马飞-烟草的味道,http://em.21dtv.com/songs/60145220.mkv
李天平+杨玲龙+徐莞崎+蒋小雪-别让自己那么累,http://em.21dtv.com/songs/60145219.mkv
李克勤-谁最爱你,http://em.21dtv.com/songs/60145217.mkv
李佩玲-说,http://em.21dtv.com/songs/60145216.mkv
李书伟-四川老家,http://em.21dtv.com/songs/60145215.mkv
权施文-震业兴旺闯天涯,http://em.21dtv.com/songs/60145214.mkv
朴树-空帆船,http://em.21dtv.com/songs/60145213.mkv
朴树-狗屁青春,http://em.21dtv.com/songs/60145212.mkv
朴树-清白之年,http://em.21dtv.com/songs/60145211.mkv
再见,http://em.21dtv.com/songs/60145210.mkv
朴树-我去2000年,http://em.21dtv.com/songs/60145209.mkv
我,http://em.21dtv.com/songs/60145208.mkv
朴树-THE FEAR IN MY HEART,http://em.21dtv.com/songs/60145206.mkv
朴树-NEVER KNOWS TOMORROW,http://em.21dtv.com/songs/60145204.mkv
朴树-FOREVER YOUNG,http://em.21dtv.com/songs/60145203.mkv
ДО СВИДАНИЯ,http://em.21dtv.com/songs/60145202.mkv
朱朱+张志良-东方飞歌,http://em.21dtv.com/songs/60145201.mkv
朱文婷-别让梦醒来,http://em.21dtv.com/songs/60145200.mkv
朱俐静-反对眼泪,http://em.21dtv.com/songs/60145199.mkv
朱丽-大梦歌,http://em.21dtv.com/songs/60145198.mkv
望海高歌-渴望你的爱,http://em.21dtv.com/songs/60145196.mkv
望海高歌-我还是从前的那个我,http://em.21dtv.com/songs/60145195.mkv
望海高歌-我的身边再也没有你,http://em.21dtv.com/songs/60145194.mkv
望海高歌-你给的永远有多远,http://em.21dtv.com/songs/60145193.mkv
望海高歌-两情相依心好甜,http://em.21dtv.com/songs/60145192.mkv
曾惜-不要你为难,http://em.21dtv.com/songs/60145191.mkv
曾之乔-亮了,http://em.21dtv.com/songs/60145190.mkv
曹雪-希望所有的人都快乐,http://em.21dtv.com/songs/60145189.mkv
曹芙嘉+陈苏威-忠诚,http://em.21dtv.com/songs/60145188.mkv
曹海波+万勇+唐巧林-好兄弟干一杯,http://em.21dtv.com/songs/60145187.mkv
曹格+陈苇廷-梁山伯与朱丽叶,http://em.21dtv.com/songs/60145186.mkv
曹格-甜蜜蜜,http://em.21dtv.com/songs/60145185.mkv
曹格-寂寞先生,http://em.21dtv.com/songs/60145184.mkv
曹格-不好吗,http://em.21dtv.com/songs/60145183.mkv
曹格-CLOSE TO YOU,http://em.21dtv.com/songs/60145182.mkv
曹格-3721+荷里活+起床歌,http://em.21dtv.com/songs/60145181.mkv
曹宇擎-圣歌,http://em.21dtv.com/songs/60145180.mkv
曲泉丞+周琼-有你足够,http://em.21dtv.com/songs/60145179.mkv
曲泉丞-泉水荷花,http://em.21dtv.com/songs/60145178.mkv
曲泉丞-有你足够,http://em.21dtv.com/songs/60145177.mkv
晨熙-昨夜的雨今夜的你,http://em.21dtv.com/songs/60145176.mkv
晨熙-我是一条受伤的鱼,http://em.21dtv.com/songs/60145175.mkv
晨熙-LET\\\'S GO,http://em.21dtv.com/songs/60145174.mkv
晓月老板+孟慧圆-我们的故事从没钱开始,http://em.21dtv.com/songs/60145173.mkv
晓依+董升-927,http://em.21dtv.com/songs/60145172.mkv
晓依-928,http://em.21dtv.com/songs/60145171.mkv
昭宥-THE BLUE NIGHT OF JEJU ISLAND,http://em.21dtv.com/songs/60145170.mkv
易晓寒-倔强的未来,http://em.21dtv.com/songs/60145169.mkv
易小川-浪漫的乐章,http://em.21dtv.com/songs/60145168.mkv
易小川-心中的月亮,http://em.21dtv.com/songs/60145167.mkv
旺福-你少在那边,http://em.21dtv.com/songs/60145166.mkv
施蕴倪+郑杨妮+周恒莹+小圣哥-城隍爷,http://em.21dtv.com/songs/60145165.mkv
方磊-依兰爱情故事,http://em.21dtv.com/songs/60145164.mkv
方皓玟-UWILC,http://em.21dtv.com/songs/60145163.mkv
方玥-我喜欢你,http://em.21dtv.com/songs/60145162.mkv
新奇-今夜一杯酒,http://em.21dtv.com/songs/60145161.mkv
断肠人在天涯+周传雄-爱你,http://em.21dtv.com/songs/60145160.mkv
断肠人在天涯-一定要幸福,http://em.21dtv.com/songs/60145159.mkv
文龙-爱情渡口,http://em.21dtv.com/songs/60145158.mkv
拉玛大力-为何我们只是朋友,http://em.21dtv.com/songs/60145157.mkv
扎西华旦-我爱的姑娘叫卓玛,http://em.21dtv.com/songs/60145156.mkv
戴爱玲-懦弱,http://em.21dtv.com/songs/60145155.mkv
戴爱玲-以分手为前提,http://em.21dtv.com/songs/60145154.mkv
戴景耀+李凯馨-青春上演,http://em.21dtv.com/songs/60145153.mkv
我是赞助商派来的-背叛,http://em.21dtv.com/songs/60145152.mkv
我们白着呢+李荣浩-龙卷风,http://em.21dtv.com/songs/60145151.mkv
成龙+刘涛-普通人,http://em.21dtv.com/songs/60145150.mkv
成雨霏-大草原,http://em.21dtv.com/songs/60145149.mkv
成方圆-一路风情嘉年华,http://em.21dtv.com/songs/60145148.mkv
成方圆+熊汝霖-WHAT A WONDERFUL WORLD,http://em.21dtv.com/songs/60145147.mkv
成方圆-往日时光,http://em.21dtv.com/songs/60145145.mkv
成方圆-我的心里只有你没有他,http://em.21dtv.com/songs/60145144.mkv
成方圆-童年,http://em.21dtv.com/songs/60145143.mkv
成方圆-贝加尔湖畔,http://em.21dtv.com/songs/60145142.mkv
成方圆-我要你,http://em.21dtv.com/songs/60145141.mkv
憷小陌-我还傻傻的爱着谁,http://em.21dtv.com/songs/60145140.mkv
憷小陌-我的男闺蜜,http://em.21dtv.com/songs/60145139.mkv
惠沁-最美的守候,http://em.21dtv.com/songs/60145138.mkv
恩宠-做你的小猫咪,http://em.21dtv.com/songs/60145137.mkv
思卫-陌生天使,http://em.21dtv.com/songs/60145136.mkv
思卫-早知道的知道,http://em.21dtv.com/songs/60145135.mkv
徐誉滕-走心,http://em.21dtv.com/songs/60145134.mkv
徐良-上火星球,http://em.21dtv.com/songs/60145133.mkv
徐秉龙-鸽子,http://em.21dtv.com/songs/60145132.mkv
徐秉龙-失物招领,http://em.21dtv.com/songs/60145131.mkv
徐环-来不及爱你,http://em.21dtv.com/songs/60145130.mkv
徐江宝+李立楠-没人安慰也不能说累,http://em.21dtv.com/songs/60145129.mkv
徐晶晶-采桑子春,http://em.21dtv.com/songs/60145128.mkv
徐方艺-快乐的小精灵,http://em.21dtv.com/songs/60145127.mkv
徐彬彬-社会现象,http://em.21dtv.com/songs/60145126.mkv
徐彬彬-相濡以沫,http://em.21dtv.com/songs/60145125.mkv
徐彬彬-新孤枕难眠,http://em.21dtv.com/songs/60145124.mkv
彭韵豪-别来无恙,http://em.21dtv.com/songs/60145123.mkv
彭磊-尴尬的年纪,http://em.21dtv.com/songs/60145122.mkv
张韶涵+我是赞助商派来的-复刻回忆,http://em.21dtv.com/songs/60145121.mkv
张韶涵-是否爱过我,http://em.21dtv.com/songs/60145120.mkv
张靓颖+TIMBALAND-DUST MY SHOULDERS OFF,http://em.21dtv.com/songs/60145119.mkv
张靓颖+NE YO-ANGELS AND HARMONY,http://em.21dtv.com/songs/60145118.mkv
张超-一步青山一首歌,http://em.21dtv.com/songs/60145117.mkv
张萨-有你以后,http://em.21dtv.com/songs/60145116.mkv
张芝明-槐花盛开的季节,http://em.21dtv.com/songs/60145115.mkv
再见,http://em.21dtv.com/songs/60145114.mkv
张碧晨+赵天宇-白月光,http://em.21dtv.com/songs/60145113.mkv
张真-真爱,http://em.21dtv.com/songs/60145112.mkv
张烁-逆风奔跑,http://em.21dtv.com/songs/60145110.mkv
张炚瑩-回家的路,http://em.21dtv.com/songs/60145109.mkv
张澳-如烟,http://em.21dtv.com/songs/60145108.mkv
张泽-周大侠,http://em.21dtv.com/songs/60145107.mkv
张曼莉+陈辉权+梁天山+傅嘉威-大四喜,http://em.21dtv.com/songs/60145105.mkv
张智霖-算你狠,http://em.21dtv.com/songs/60145104.mkv
张明远-诚德之歌,http://em.21dtv.com/songs/60145103.mkv
张明远-美丽的姑娘,http://em.21dtv.com/songs/60145102.mkv
张明远-桃园三结义,http://em.21dtv.com/songs/60145101.mkv
张明远-天堂里的妈妈,http://em.21dtv.com/songs/60145100.mkv
张明远-三月的北京,http://em.21dtv.com/songs/60145099.mkv
张旭-我在淮南等你,http://em.21dtv.com/songs/60145098.mkv
张斌-阿曼尼 SHOW TIME,http://em.21dtv.com/songs/60145097.mkv
张敬轩+泳儿-带着梦飞翔,http://em.21dtv.com/songs/60145096.mkv
张惠-月亮望成小竹篮,http://em.21dtv.com/songs/60145095.mkv
张彬+珍惜-天定情缘,http://em.21dtv.com/songs/60145094.mkv
张家成-相思桃花雨,http://em.21dtv.com/songs/60145093.mkv
张婉清-因为单身的缘故,http://em.21dtv.com/songs/60145092.mkv
张天诚+阿旺-现在的我,http://em.21dtv.com/songs/60145091.mkv
张千里-流星,http://em.21dtv.com/songs/60145090.mkv
张冬玲-别让爱你的人掉眼泪,http://em.21dtv.com/songs/60145089.mkv
张健-一辈子陪着你,http://em.21dtv.com/songs/60145087.mkv
张信哲-见坏就收,http://em.21dtv.com/songs/60145086.mkv
张伟-我们是兄弟,http://em.21dtv.com/songs/60145085.mkv
张也-寻梦崀山,http://em.21dtv.com/songs/60145084.mkv
张三弥-隐形病症,http://em.21dtv.com/songs/60145083.mkv
廖媛-襄水河畔,http://em.21dtv.com/songs/60145082.mkv
庞龙-躲在心里的时光,http://em.21dtv.com/songs/60145081.mkv
庄振凯+杨静-床头梦,http://em.21dtv.com/songs/60145079.mkv
庄心妍-热恋过后,http://em.21dtv.com/songs/60145078.mkv
庄心妍-恨嫁,http://em.21dtv.com/songs/60145077.mkv
平安-变脸,http://em.21dtv.com/songs/60145076.mkv
常小宝-最爱宋小宝,http://em.21dtv.com/songs/60145075.mkv
席木梓-我相信,http://em.21dtv.com/songs/60145074.mkv
希林娜依·高-她来听我的演唱会,http://em.21dtv.com/songs/60145073.mkv
帅霖-我不甘心,http://em.21dtv.com/songs/60145072.mkv
布志纶-人在野,http://em.21dtv.com/songs/60145071.mkv
川妹子梅梅-猪哥哥爱上傻妹妹,http://em.21dtv.com/songs/60145070.mkv
川妹子梅梅-做个好男人吧,http://em.21dtv.com/songs/60145069.mkv
崔恕+方磊+杨蔺-美丽村庄,http://em.21dtv.com/songs/60145068.mkv
崔子格-百花残,http://em.21dtv.com/songs/60145067.mkv
崔健-迷失的季节,http://em.21dtv.com/songs/60145066.mkv
崔健-红旗下的蛋,http://em.21dtv.com/songs/60145065.mkv
崔健-滚动的蛋,http://em.21dtv.com/songs/60145064.mkv
崔健-最后一枪,http://em.21dtv.com/songs/60145063.mkv
崔健-农村包围城市,http://em.21dtv.com/songs/60145060.mkv
岳太阳-你是我的好媳妇,http://em.21dtv.com/songs/60145056.mkv
岳太阳-BABY我爱你,http://em.21dtv.com/songs/60145054.mkv
岳云鹏+好妹妹乐队-送情郎,http://em.21dtv.com/songs/60145053.mkv
尹正-一生所爱,http://em.21dtv.com/songs/60145052.mkv
尹晓芸-风吹麦浪,http://em.21dtv.com/songs/60145051.mkv
尹晓芸-青黄不接,http://em.21dtv.com/songs/60145050.mkv
尹晓芸-花之春晓,http://em.21dtv.com/songs/60145049.mkv
尹晓芸-SUPER WOMAN,http://em.21dtv.com/songs/60145048.mkv
尹姝贻-白夜,http://em.21dtv.com/songs/60145047.mkv
尤胤竣-中国好妈妈,http://em.21dtv.com/songs/60145046.mkv
尚思辰-我的夜太黑,http://em.21dtv.com/songs/60145045.mkv
尚思辰-你说,http://em.21dtv.com/songs/60145044.mkv
尚思辰-三生,http://em.21dtv.com/songs/60145043.mkv
小鱼-天生你是一个男儿,http://em.21dtv.com/songs/60145042.mkv
小青龙+孙八一-记录,http://em.21dtv.com/songs/60145041.mkv
小青龙-饿,http://em.21dtv.com/songs/60145040.mkv
小贱+泳儿-不要走太远,http://em.21dtv.com/songs/60145039.mkv
小缘-宇宙少女梦,http://em.21dtv.com/songs/60145038.mkv
小琢-心中的汤池,http://em.21dtv.com/songs/60145037.mkv
小琢-墨色,http://em.21dtv.com/songs/60145036.mkv
小潘-有没有这样的夜你也会想起我,http://em.21dtv.com/songs/60145035.mkv
小木-桑道轮回,http://em.21dtv.com/songs/60145034.mkv
小曾-等我从战场回来,http://em.21dtv.com/songs/60145033.mkv
小曾-我用准备打仗的方式致敬青春,http://em.21dtv.com/songs/60145032.mkv
小旭音乐-醉沙场,http://em.21dtv.com/songs/60145030.mkv
小旭乐团-百鬼传说,http://em.21dtv.com/songs/60145029.mkv
小旭PRO-幻想者,http://em.21dtv.com/songs/60145027.mkv
小旭AUV-中国茶,http://em.21dtv.com/songs/60145026.mkv
小小浩+阿夏-故事里没有你,http://em.21dtv.com/songs/60145025.mkv
小宇-不好过,http://em.21dtv.com/songs/60145024.mkv
小圣哥+谢雷-父子同心,http://em.21dtv.com/songs/60145022.mkv
小圣哥-聊聊聊,http://em.21dtv.com/songs/60145021.mkv
小圣哥-尚水的妈妈,http://em.21dtv.com/songs/60145019.mkv
小乐-为你停留,http://em.21dtv.com/songs/60145018.mkv
寂悸-手心里的宝,http://em.21dtv.com/songs/60145017.mkv
宵上淇-以为爱以为,http://em.21dtv.com/songs/60145016.mkv
宝宝翻身把歌唱+成方圆-夜夜夜夜,http://em.21dtv.com/songs/60145015.mkv
宝宝翻身把歌唱-你就不要想起我,http://em.21dtv.com/songs/60145014.mkv
宋秉洋-成都成都,http://em.21dtv.com/songs/60145013.mkv
宋晓峰-农安,http://em.21dtv.com/songs/60145012.mkv
宋孟君+阿夏-王者峡谷,http://em.21dtv.com/songs/60145011.mkv
宋夏婷-巴旦姆更爱新疆的家,http://em.21dtv.com/songs/60145010.mkv
宋伟峰-一直很想你,http://em.21dtv.com/songs/60145009.mkv
安那-踮脚尖,http://em.21dtv.com/songs/60145008.mkv
安又琪-勇敢爱,http://em.21dtv.com/songs/60145007.mkv
孟笑-高手,http://em.21dtv.com/songs/60145006.mkv
孟杨-你要做我的孙悟空,http://em.21dtv.com/songs/60145005.mkv
孟晓辉-有聚无散,http://em.21dtv.com/songs/60145004.mkv
孟晓辉-东沟雪,http://em.21dtv.com/songs/60145003.mkv
孟文豪+鲁璐-箜篌引,http://em.21dtv.com/songs/60145002.mkv
孟子坤-时间轴,http://em.21dtv.com/songs/60145001.mkv
孟子坤-十二月的奇迹,http://em.21dtv.com/songs/60145000.mkv
孙露-小小的太阳,http://em.21dtv.com/songs/60144999.mkv
孙露-伤了心的女人怎么了,http://em.21dtv.com/songs/60144997.mkv
孙阳荣-平顶山,http://em.21dtv.com/songs/60144996.mkv
孙钰皓-你离开身边,http://em.21dtv.com/songs/60144995.mkv
孙远志-爱像单行道,http://em.21dtv.com/songs/60144994.mkv
孙远志-拥抱不及外套,http://em.21dtv.com/songs/60144993.mkv
孙艺程-再看我一眼,http://em.21dtv.com/songs/60144992.mkv
孙艳-蓝玫瑰的眼泪,http://em.21dtv.com/songs/60144991.mkv
孙文-不顾一切爱你,http://em.21dtv.com/songs/60144989.mkv
孙文-一个人很爱一个人,http://em.21dtv.com/songs/60144988.mkv
孙俪-忘不掉,http://em.21dtv.com/songs/60144985.mkv
孔兰兰-爱在草原,http://em.21dtv.com/songs/60144984.mkv
孔令奇+满舒克-REAL LIFE,http://em.21dtv.com/songs/60144983.mkv
子芙-青春,http://em.21dtv.com/songs/60144982.mkv
子芙-曼哈顿恋人,http://em.21dtv.com/songs/60144981.mkv
不见,http://em.21dtv.com/songs/60144980.mkv
婳诗诗-这个圣诞会下雪吗,http://em.21dtv.com/songs/60144979.mkv
姜欣欣-我很累但我无路可退,http://em.21dtv.com/songs/60144978.mkv
姚金桥-桥头恋歌,http://em.21dtv.com/songs/60144977.mkv
姚金桥-家的味道,http://em.21dtv.com/songs/60144976.mkv
姚琦+庄杨筱+唐佑林+金桂桂-朋友圈里有个孙中山,http://em.21dtv.com/songs/60144975.mkv
奶油糖CANDY CREAM组合-爱你,http://em.21dtv.com/songs/60144973.mkv
女孩与机器人+李权哲+方Q-自动导航,http://em.21dtv.com/songs/60144972.mkv
天籁天-你还是从前的你吗,http://em.21dtv.com/songs/60144971.mkv
天府事变-厉害了我的国,http://em.21dtv.com/songs/60144970.mkv
天喜果-如意郎君,http://em.21dtv.com/songs/60144969.mkv
大鹏-第一滴泪,http://em.21dtv.com/songs/60144967.mkv
大笑-我们不熟,http://em.21dtv.com/songs/60144966.mkv
大炜-坚强坚强,http://em.21dtv.com/songs/60144965.mkv
大炜-你就是一生的最爱,http://em.21dtv.com/songs/60144964.mkv
大海-如果当时能够勇敢,http://em.21dtv.com/songs/60144963.mkv
大张凡-熊猫火锅,http://em.21dtv.com/songs/60144962.mkv
大张伟+巫启贤+黎明-青春修炼手册,http://em.21dtv.com/songs/60144961.mkv
大张伟-我在诗里看到了你,http://em.21dtv.com/songs/60144960.mkv
大庆小芳-老冰棍儿,http://em.21dtv.com/songs/60144959.mkv
大庆小芳-我妈是我妈,http://em.21dtv.com/songs/60144958.mkv
大哲-三十出头,http://em.21dtv.com/songs/60144957.mkv
大合唱-星火,http://em.21dtv.com/songs/60144956.mkv
大冢爱-私,http://em.21dtv.com/songs/60144955.mkv
多元神话-财运滚滚来,http://em.21dtv.com/songs/60144954.mkv
夏菲儿-留不住爱情留不住你,http://em.21dtv.com/songs/60144953.mkv
夏侯钰涵-有你才有一个家,http://em.21dtv.com/songs/60144952.mkv
声音玩具-我有一个梦想,http://em.21dtv.com/songs/60144951.mkv
圈圈-海豚海,http://em.21dtv.com/songs/60144950.mkv
圈圈-释放,http://em.21dtv.com/songs/60144949.mkv
圈圈-约吗,http://em.21dtv.com/songs/60144948.mkv
嘉林-你不是我的谁,http://em.21dtv.com/songs/60144946.mkv
唐美华-月岩寻梦,http://em.21dtv.com/songs/60144945.mkv
哎呀我打翻了调色板-全世界谁倾听你,http://em.21dtv.com/songs/60144944.mkv
咪依鲁江+晟涵-真爱一对,http://em.21dtv.com/songs/60144943.mkv
咏峰-骆驼草,http://em.21dtv.com/songs/60144942.mkv
咏峰-爸爸妈妈,http://em.21dtv.com/songs/60144941.mkv
咏峰-好一个大中国,http://em.21dtv.com/songs/60144940.mkv
咏峰-儿女的好榜样,http://em.21dtv.com/songs/60144939.mkv
咏峰-不落的太阳,http://em.21dtv.com/songs/60144938.mkv
和楽器バンド-千本桜,http://em.21dtv.com/songs/60144937.mkv
周震南-JAIL,http://em.21dtv.com/songs/60144934.mkv
周震南-A LITTLE BRAVER,http://em.21dtv.com/songs/60144933.mkv
周紫溪-沙滩沙滩,http://em.21dtv.com/songs/60144932.mkv
周笔畅+赵天宇-岁月神偷,http://em.21dtv.com/songs/60144931.mkv
周笔畅+周震南-TIME ZONE,http://em.21dtv.com/songs/60144930.mkv
周笔畅+VAVA-RAP STAR,http://em.21dtv.com/songs/60144929.mkv
周笔畅-神秘的塞班岛,http://em.21dtv.com/songs/60144928.mkv
周笔畅-七分钟好女孩七分钟坏女孩,http://em.21dtv.com/songs/60144926.mkv
周笔畅-FASCINATION,http://em.21dtv.com/songs/60144925.mkv
周深+郭沁-大鱼,http://em.21dtv.com/songs/60144924.mkv
周汤豪-不放,http://em.21dtv.com/songs/60144923.mkv
周楠-红色文家市,http://em.21dtv.com/songs/60144922.mkv
周柏豪-天网,http://em.21dtv.com/songs/60144921.mkv
周星濠-又梦夜来香,http://em.21dtv.com/songs/60144920.mkv
周昀-从没忘记你,http://em.21dtv.com/songs/60144919.mkv
周恬熙-爱多简单,http://em.21dtv.com/songs/60144917.mkv
周德森-很美,http://em.21dtv.com/songs/60144916.mkv
周子龙-等风等雨不如等你,http://em.21dtv.com/songs/60144915.mkv
周兴哲-快乐一次拥有,http://em.21dtv.com/songs/60144914.mkv
周传雄-告白气球,http://em.21dtv.com/songs/60144913.mkv
周以晴-如眉弯,http://em.21dtv.com/songs/60144912.mkv
吴非华-不朽的远行,http://em.21dtv.com/songs/60144911.mkv
吴超-等爱相逢,http://em.21dtv.com/songs/60144910.mkv
吴超-守望流光,http://em.21dtv.com/songs/60144909.mkv
吴竹丽-桃为媒,http://em.21dtv.com/songs/60144908.mkv
吴竹丽-大冶,http://em.21dtv.com/songs/60144907.mkv
吴竹丽-去大冶,http://em.21dtv.com/songs/60144906.mkv
吴燕菁-爱你也不差,http://em.21dtv.com/songs/60144905.mkv
吴浩康-较早前录影,http://em.21dtv.com/songs/60144904.mkv
吴河军-伤心的泪花,http://em.21dtv.com/songs/60144903.mkv
吴柏正+余林翰-牵连,http://em.21dtv.com/songs/60144902.mkv
吴映华-渔船人之歌,http://em.21dtv.com/songs/60144900.mkv
吴佳一-为爱奔跑RUN FOR LOVE,http://em.21dtv.com/songs/60144899.mkv
吴亦凡-我选择的路,http://em.21dtv.com/songs/60144898.mkv
吕继宏-背着月亮走,http://em.21dtv.com/songs/60144897.mkv
吕继宏-大别山夜话,http://em.21dtv.com/songs/60144896.mkv
吉囍-老婆最大,http://em.21dtv.com/songs/60144894.mkv
吉喆-又见炊烟,http://em.21dtv.com/songs/60144893.mkv
吉喆-住在天边,http://em.21dtv.com/songs/60144892.mkv
司云阁-唯灵,http://em.21dtv.com/songs/60144891.mkv
叶青-爱太真伤太深,http://em.21dtv.com/songs/60144890.mkv
叶蓓-红蜻蜓,http://em.21dtv.com/songs/60144889.mkv
叶炫清+张碧晨-胡桃夹子,http://em.21dtv.com/songs/60144888.mkv
叶炫清-没懂爱,http://em.21dtv.com/songs/60144887.mkv
叶炫清-想自由,http://em.21dtv.com/songs/60144886.mkv
叶晓粤-BAD BOY,http://em.21dtv.com/songs/60144885.mkv
叶娜+毕凯强-TIMEFLOWER,http://em.21dtv.com/songs/60144884.mkv
史宁广-北大荒之恋,http://em.21dtv.com/songs/60144883.mkv
史子晨-想入非非,http://em.21dtv.com/songs/60144882.mkv
古洁縈-失了分寸,http://em.21dtv.com/songs/60144881.mkv
古天乐-月亮代表我的心,http://em.21dtv.com/songs/60144880.mkv
